Market,Code,Company Name,Place of Incorporation of Foreign Companies,Industry,Symbol,Date of Listing,Chairman,General Manager,Spokesman,Title of Spokesman,Fiscal Year_end,Accounting Firm,CPA (Chartered Public Accountant)1,CPA (Chartered Public Accountant)2,Address,Telephone,Fax,Email Address,Web Address,Investor Relations Contact Person,Title of IR Contact Person,Telephone of IR Contact Person,Email Address of IR Contact Person
Listed Company,6235,Waffer Technology Corporation,－,Computer and Peripheral Equipment,Waffer,2004/08/23,"Tsai, Feng- Tzu","Kan, Chin- Tien","Kan, Chin- Tien",General manager,DEC 31,Deloitte & Touche,"Liu, Chien-Liang","Wang, Yi-Wen","6F., No. 209, Sec. 1, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-2652-2088,02-2651-7288,spokesman@waffer.com.tw,www.waffer.com.tw,"Huang, Shih Mei",Acting Spokesperson,02-2652-2088,annie.huang@waffer.com.tw
Listed Company,6239,Powertech Technology Inc.,－,Semiconductor,PTI,2004/11/08,"Tsai, Duh Kung","Leu, Chao Hsiang",Huck Shen,CFO,DEC 31,Deloitte & Touche Limited Liability Partership,Cheng-Chih Lin,Su-Li Fang,"No. 10, Datong Rd., Hsinchu Industrial Park, HuKou Shiang, Hsinchu, Taiwan, R.O.C.",03-5980300,03-5979900,huckshen@pti.com.tw,https://www.pti.com.tw/,Huck Shen,CFO,03-5980300,invest@pti.com.tw
Listed Company,6243,ENE Technology Inc.,－,Semiconductor,ENE,2009/12/17,Howard Ro,Vivian Hsu,Sharon Jan,Director,DEC 31,PWC Taiwan,Pei-Chuan Huang,Chin-Chang Chen,"4F, No.21, Lixing Rd., Hsinchu Science Park. Hsin-Chu , Taiwan, R.O.C.",03-6662888,03-6662999,investor@ene.com.tw,www.ene.com.tw,Sharon Jan,Director,03-6662888#3217,sharon@ene.com.tw
Listed Company,6257,SIGURD MICROELECTRONICS CORP.,－,Semiconductor,SIGURD,2003/08/25,Sidney Huang,CHARLES YEH,Chen Chi C hang,Sr. Controller Headquarters Finance,DEC 31,PricewaterhouseCoopers,"Li, Tien-Yi","Hsieh, Chih-Cheng","NO.436, SEC. 1, PEI-SHING RD., CHU-TUNG, HSIN-CHU, TAIWAN, R.O.C.",03-5959213,03-5944495,services@sigurd.com.tw,www.sigurd.com.tw,LIN WEN,HR & Adm. Vice Associate VP,03-5959213分機1514,services@sigurd.com.tw
Listed Company,6269,FLEXIUM INTERCONNECT INC,－,Electronic Parts/Components,FLEXIUM,2003/09/23,Walter Cheng,David Cheng,Arthur Shiung,CFO,DEC 31,PRICEWATER HOUS COOPERS,A-Shen Liao,Charles Wang,"No. 1, Shangfa 5th Rd., Hefa Industrial Park, Daliao Dist., Kaohsiung City 831132, Taiwan (R.O.C.)",(07)787-1008,(07)787-7066,ir@flexium.com.tw,https://www.flexium.com.tw,Eva Liao,Assistant Manager,(07)787-1008轉390303,Eva_liao@flexium.com.tw
Listed Company,6271,"TONG HSING ELECTRONIC INDUSTRIES ,LTD.",－,Semiconductor,THEIL,2007/11/16,Tie-Min Chen,Shao-Pin Ru,Shao-Pin Ru,President,DEC 31,KPMG Certified Accountants,"Wang, I-Wen","Hsin, Yu-Ting","No.88, Lane 1125, Heping Rd., Bade Dist., Taoyuan City 334004, Taiwan Taoyuan-Taiwan",03-3625000,03-3625020,info@theil.com,www.theil.com,"Paking, Shen",Investor Relations Contact Person,03-3625000*20105,paking.shen@theil.com
Listed Company,6277,"ATEN INTERNATIONAL CO., LTD.",－,Computer and Peripheral Equipment,ATEN,2003/10/30,Chen Sun-Chung,Chen Sun-Chung,Wayne Tyan,Sr. Assistant Vice President,DEC 31,KPMG Certified Public Accountants,Po-Shu Huang,Chung-Shun Wu,"3F., No.125, Sec. 2, Datong Rd. Sijhih District.,New Taipei City,Taiwan",02-86926789,02-86926577,IR@aten.com.tw,http://www.aten.com/tw/zh/,Wayne Tyan,Sr. Assistant Vice President,02-86926789,IR@aten.com.tw
Listed Company,6278,Taiwan Surface Mounting Technology Corp.,－,Optoelectronic,TSMT,2010/08/24,"WU,KAI-YUN","WU,YUN-CHUNG","WANG,CHIA-CHEN",Vice-President,DEC 31,PricewaterhouseCoopers Taiwan.,"Lin, Kuan-Hung","Wang, Fang-Yu","No.437, Taoying Rd., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.) Taoyuan 330, Taiwan",03-2189988,03-3637131,jane-wang@tsmt.com,www.tsmt.com.tw,"WANG,CHIA-CHEN",Vice-President,03-2189988,jane-wang@tsmt.com
Listed Company,6281,E-LIFE CORPORATION,－,Electronic Products Distribution,E-LIFE,2005/12/08,Jeffrey Lin,Jeffrey Lin,Leslie Lin,Spokesperson,DEC 31,KPMG Certified Public Accountants,Ching-Wen Kao,Tzu-Chieh Tang,"No.55, Wugong 6th Rd., Wugu Dist., New Taipei City. New Taipei City,Taiwan,R.O.C",(02)22989922,(02)22990328,leslielin@elifemall.com.tw,www.elifemall.com.tw,Lori Chao,Chief Finance and Accounting Officer,(02)22989922#2701,lori.chao@elifemall.com.tw
Listed Company,6282,Acbel Polytech Inc.,－,Electronic Parts/Components,Acbel,2003/09/08,"Hsu, Chieh Li","Hsu, Chieh Li","Hsueh, Hui-Wen",Vice President,DEC 31,KPMG Certified Public Accountants,"Chien, Szu-Chuan","Wang, I-Wen","No. 18, Sec. 2, Zhongyang S. Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C)",(02)2621-7672,(02)2898-1712,spokesperson@acbel.com,http://www.acbel.com,"Chen, Jong-Yih",Vice President,(02)2621-7672,spokesperson@acbel.com
Listed Company,6283,"SHUN ON ELECTRONIC CO., LTD.",－,Other Electronic,SOE,2008/01/21,Chin Jong Hwa,Chin Jong Hwa,Karen,CFO,DEC 31,"PricewaterhouseCoopers, Taiwan","LIN,YONG-ZHI","LIAO,FU-MING","2F, No.19, Lane 146,Xinhu 2nd Rd., Neihu Dist. Taipei City, Taiwan (R.O.C.)",02-27965628,02-27965630,pr.tp@soe-ele.com,www.soe-ele.com,Karen,CFO,02-27965625,www.soe-ele.com
Listed Company,6285,WNC Corporation,－,Communications and Internet,WNC,2003/09/22,Haydn Hsieh,Jeffrey Gau,Jona Song,chief financial officer,DEC 31,KPMG,"Wu, Chun-Yuan","Lu, Chien-Hui","20 Park Avenue II, Hsinchu Science Park, Hsinchu 308, Taiwan",03-6667799,03-6667323,spokesman@wnc.com.tw,www.wnc.com.tw,Molly Lin,Acting Spokesperson,03-6667799,molly.lin@wnc.com.tw
Listed Company,6405,ONANO INDUSTRIAL CORP.,－,Optoelectronic,ONANO,2013/11/28,Chun-Hsia Chen,Te-Hung Wu,Chun-Hsia Chen,Chairman,DEC 31,PwC,"Tu, Chan-Yuan","Yu, Chih-Fan","No.18, Beiyuan Rd., Zhongli Dist Taoyuan City 32063, Taiwan R.O.C.",(03)4335831,(03)4335503,public@onano-nm.com,www.onano-nm.com,Beeman,Senior Manager,(03)4335831,public@onano-nm.com
Listed Company,6409,VOLTRONIC POWER TECHNOLOGY CORP.,－,Other Electronic,VOLTRONIC,2014/03/31,ALEX HSIEH,ALEX HSIEH,Chiehmin Wang,Financial Manager,DEC 31,Deloitte & Touche,Cheng-Chuan Yu,Wei-Lun Hung,"No.406, Xinhu 1st Road., Neihu Dist., Taipei, Taiwan",02-27918296,02-87918216,investor@voltronic.com.tw,https://voltronicpower.com/zh-TW,Chiehmin Wang,Manager,02-27918296,investor@voltronic.com.tw
Listed Company,6412,"Chicony Power Technology Co., Ltd.",－,Electronic Parts/Components,Chicony Power,2013/11/08,"Lu, Chin-Chung",Peter Tseng,Leo Chen,Financial Center Vice President,DEC 31,"PricewaterhouseCoopers, Taiwan","Liang, Hua-Ling","Liao, Fu Ming","30F, No. 69, Sec. 2, Guangfu Rd., Sanchong Dist., New Taipei City 241, Taiwan, R.O.C.",02-66260678,02-29958020,public@chiconypower.com,https://www.chiconypower.com/,Pearl Lin,Investor Relations Div. Senior Director,02-66260678#57220,Pearl_Lin@chiconypower.com
Listed Company,6414,ENNOCONN CORPORATION,－,Computer and Peripheral Equipment,ENNOCONN,2014/03/28,"Chu, Fu-Chuan","Tsai, Neng-Chi",Selena Lin,"CEO office, Special Assistant",DEC 31,KPMG,Grinni Hsiao,Winston Yu,"3-6F., No.10, Jiankang Rd., Zhonghe Dist New Taipei City 235, Taiwan (R.O.C.)",02-5590-8050,02-5590-8051,Stockaffairs@ennoconn.com,https://www.ennoconn.com/index_zh-tw.html,Selena Lin,Spokesman,02-5590-8050,stockaffairs@ennoconn.com
Listed Company,6415,Silergy Corp.,Cayman Islands,Semiconductor,Silergy,2013/12/12,Wei Chen,Budong You and Bing Xie,Liang Tsui-Man,Manager,DEC 31,Deloitte & Touche Tohmatsu Limited,Chien Ming-Yen,Chuang Pi Yu,"10F., No. 653, Bannan Rd., Zhonghe Dist., New Taipei City 235, ROC",02-22215266,02-22215778,IR@silergycorp.com,https://www.silergy.com/zh,Liang Tsui-Man,Manager,02-22215266,IR@silergycorp.com
Listed Company,6416,"CASWELL, INC.",－,Communications and Internet,CASWELL,2018/04/16,Steve Chu,Reaforl Hung,Hans Chen,associate,DEC 31,KPMG,Sinney Kuo,Ares Jhang,"12F, No.308, Jianguo 1st Rd., Xinzhuang Dist., New Taipei City 242047,Taiwan",02-77275788,02-77275799,spokesman@cas-well.com,www.cas-well.com,Ray Lin,Deputy General Manager of Business,02-77275788,spokesman@cas-well.com
Listed Company,6423,Yield Microelectronics Corp.,－,Semiconductor,YMC,2024/05/15,Daniel Huang,Daniel Huang,Silvia CHen,Speaker,DEC 31,Deloitte & Touche,Claire Lin,Cheng Chih Lin,"11F-2, No. 12, Taiyuan 2nd St., Zhubei City, Hsinchu County 302082 , Taiwan (R.O.C.)",03-5526035,03-5526036,ir@ymc.com.tw,www.ymc.com.tw,March Lai,Manager,035526035,ir@ymc.com.tw
Listed Company,6426,"APOGEE OPTOCOM CO., LTD.",－,Communications and Internet,APOGEE,2021/03/24,"Li,Yin-Kun",Rick Wei,"Li,Yin-Kun",Chairman,DEC 31,EY,"Yao,Shih-Chieh","Hu,Tzu-Ren","4F, NO.7, NANKE 3RD, SINSHIH DISTRICT, TAINAN CITY, TAIWAN",(06)5053700,(06)5053701,accounting@nextapogee.com.tw,http://www.nextapogee.com.tw,"Li,Yin-Kun",Chairman,(06)5053700,law@nextapogee.com.tw
Listed Company,6431,"Kuangli Bio-Tech Holdings Co., Ltd.",Cayman Islands,Biotechnology and Medical Care,KL,2014/12/04,"TEC INNOVATION CO.,LTD. WANG,CHIA-WEI","LIN, CHING-HSIANG","WANG,HSIANG-YUAN",Financial Accounting Senior Manager,DEC 31,MOORE,-,-,"9F., No. 66, Sec. 2, Jianguo N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25178779,02-25174559,PR@kl-holdings.com,http://www.kl-holdings.com/,"WANG,HSIANG-YUAN",Financial Accounting Senior Manager,02-25178779,Shawnwang@kl-holdings.com
Listed Company,6438,"Symtek Automation Asia Co., Ltd.",－,Other Electronic,SAA,2021/01/19,"Wang, Nien-Ching",.,"Huang, Fa-Bao",Chief operating officer,DEC 31,Deloitte & Touche,"Chuang,Kevin","Gung,Jerry","No.421 Rungmin Rd., Zhongli District, Taoyuan City, Taiwan",03-4356870,03-4356871,Kris.Huang@sac-symtek.com,www.saa-symtek.com,"Huang, Fa-Bao",Chief operating officer,03-4356870#508,Kris.Huang@sac-symtek.com
Listed Company,6442,EZconn Corporation,－,Communications and Internet,EZconn,2015/07/14,"CHEN, STEVE","Chang, Yin-Hwa",Allen Chuang,Director,DEC 31,Deloitte & Touche,Jeff Chen,"Chang, Cheng-Hsiu","13F. No. 27-8, Sec. 2, Zhongzheng E. Rd., Tamsui Dist. New Taipei City 25170, Taiwan (R.O.C.)",(02)2808-6333,(02)2809-6161,allen.chuang@ezconn.com,www.ezconn.com,Allen Chuang,Director,02-2808-6333分機8668,allen.chuang@ezconn.com
Listed Company,6443,TSEC CORPORATION,－,Optoelectronic,TSEC,2015/10/01,Wei Jen Investment Co Ltd.,CJ Hung,Henry Chiang,Vice President,DEC 31,Deloitte & Touche,Robert Yu,Willy M. Yu,"8F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City 231, Taiwan (R.O.C.)",(02)2912-2199,(02)2917-5399,ir@tsecpv.com,www.tsecpv.com,Henry Chiang,Vice President,(02)2912-2199,spokesman@tsecpv.com
Listed Company,6446,PharmaEssentia Corp.,－,Biotechnology and Medical Care,PEC,2024/01/25,Chingleou Teng,Jack Hwang,Ko-Chung Lin,CEO,DEC 31,ERNST & YOUNG,Jamie Lu,Joy Chang,"13F, No.3, YuanQu St., NanKang Dist., Taipei 115, Taiwan",02-26557688,02-26557626,ir@pharmaessentia.com,http://www.PharmaEssentia.com,IR,IR,(02)26557688,ir@pharmaessentia.com
Listed Company,6449,"APAQ TECHNOLOGY CO.,LTD.",－,Electronic Parts/Components,APAQ,2014/12/09,CHENG DUEN JEN,LIN HSI DUNG,Li Pei Ling,Principal financial officer,DEC 31,KPMG,ERIC,GINO,"4F., No.2&6, Kedong 3rd Rd. Miaoli County, Taiwan, R.O.C.",037-777588,037-777566,estherli@apaq.com.tw,http://www.apaq.com.tw/,Li Pei Ling,Principal financial officer,037-777588,estherli@apaq.com.tw
Listed Company,6451,ShunSin Technology Holdings Limited,Cayman Islands,Semiconductor,ShunSin,2015/01/26,"Chiang, Shang-Yi","Hsu,Wen-Yi","Wang, Yao-Wei",Manager,DEC 31,KPMG,0,0,"11F.-5, No.495, Guangfu S. Rd., Xinyi Dist. Taipei City 110, Taiwan (R.O.C.)",02-22688368,867602338211,sst@shunsintech.com,http://www.shunsintech.com/,"Wang, Yao-Wei",Manager,02-22688368,sst@shunsintech.com
Listed Company,6456,General Interface Solution (GIS) Holding Ltd.,Cayman Islands,Optoelectronic,GIS,2015/06/12,Chou Hsien-Ying,Hsu Tung-Chao,Scotty Lin,CFO,DEC 31,PwC,Hu Chih-Hua,Hsu Chieh-Ju,"8F, No. 12, Kezhong Road, Zhunan Township Miaoli County 350401, Taiwan, R.O.C.",037-777939,037-777633,ir@gis-touch.com,https://www.gis-touch.com,Scotty Lin,CFO,037-777939,ir@gis-touch.com
Listed Company,6464,"Taiwan Optical Platform Co., Ltd.",－,Other,top MSO,2015/12/16,"LIAO,TZU-CHEN","LIAO,JEN-NAN","LIAO, TZU-CHEN",Chairman,DEC 31,KPMG,"Yen-Hui, Chen","Tzu-Hsin, Chang","6F.-6, No.201, Sec. 2, Wenxin Rd., Xitun Dist Taichung City 407, Taiwan (R.O.C.)",04-37050000,04-37056418,sandy@topmso.com.tw,www.topmso.com.tw,Lin Shu-Ling,Chief Financial Officer,0437050000,6464@topmso.com.tw
Listed Company,6472,"Bora Pharmaceuticals Co., Ltd.",－,Biotechnology and Medical Care,Bora,2023/12/19,"PAO-SHI, SHENG","PAO-SHI, SHENG",Alice Wang,Vice President,DEC 31,Ernst & Young,Mink Hu,Jemmy Yao,"6F., No. 2, Aly. 36, Ln. 26, Ruiguang Rd. Neihu Dist., Taipei City 114, Taiwan",(02)27901555,(02)27906595,public01@bora-corp.com,https://bora-corp.com/,Nadiya Chen,Senior Investor Relationship Manager,(02)27901555,public01@bora-corp.com
Listed Company,6477,"Anji Technology Co., Ltd.",－,Optoelectronic,Anji,2016/06/21,"HUANG,KUO-TUENG","HSU,CHIA-JUNG",Winnie Lin,President Office Special Assistant,DEC 31,Member of Ernst & Young Global Limited,"Yao, Shih-Chieh","Hung, KuoSen","No. 19 Keji 5 Th Rd., Annan District Tainan 709, Taiwan",06-5105988,06-5105989,anjitek@anjitek.com,http://www.anjitek.com,Winnie Lin,President Office Special Assistant,06-5105988,winnie@anjitek.com
Listed Company,6491,PEGAVISION CORPORATION,－,Biotechnology and Medical Care,PEGAVISION,2019/10/07,Peter Kuo,TS Yang,Tony Wang,Finance & Accounting Div. Senior Director,DEC 31,Ernst & Young,"CHANG,CHIH-MING","CHEN,KUO-SHUAI","No. 5, Shing Yeh St. Kwei Shan Dist. Taoyuan City 333, Taiwan (R.O.C.)",03-3298808,03-3298897,ir@pegavision.com,http://www.pegavision.com,Danny Peng,Accounting Manager,03-3298808,ir@pegavision.com
Listed Company,6504,"NAN LIU ENTERPRISE CO., LTD",－,Other,NAN LIU,2013/05/07,Chin-San Huang,Shih-Chung Huang,Chang Cheng Hsu,Manager,DEC 31,PricewaterhouseCoopers Taiwan,Chung-Yu Tien,Tzu-Shu Lin,"No.699 Silin Road, Yanchao District, KAOHSIUNG,TAIWAN, R.O.C.",07-6116616,07-6168938,charlie_hsu@nanliugroup.com,https://www.nanliugroup.com/,Chang Cheng Hsu,Manager,07-6116616,charlie_hsu@nanliugroup.com
Listed Company,6505,Formosa Petrochemical Corp,－,"Oil,Gas and Electricity",FPCC,2003/12/26,Mihn Tsao,Keh-Yen Lin,Keh-Yen Lin,President,DEC 31,Ernst & Young,Cheng-Tao Chang,Chien-Che Huang,"4F, No. 380, Sec. 6, Nanjing E. Rd., Neihu Dist., Taipei City(A2) TAIPEI TAIWAN",(02)2712-2211,(02)2712-3590,fpccir@fpcc.com.tw,WWW.FPCC.COM.TW,Sally Lan,Manager,(02)2712-2211,fpccir@fpcc.com.tw
Listed Company,6515,"WinWay Technology Co., Ltd.",－,Semiconductor,WinWay,2021/01/20,Mark Wang,Mark Wang,Jason Chen,Senior Vice President,DEC 31,KPMG,Allen Kao,Tim Tzang,"No. 68, Chuangyi S. Rd. Kaohsiung City 81156, Taiwan (R.O.C.)",07-3610999,07-3610099,0,https://www.winwayglobal.com/,Mao Yu,Project Manager,07-3610999,mao.yu@winwayglobal.com
Listed Company,6525,"GEM Services, Inc",Cayman Islands,Semiconductor,GEM,2016/04/12,Chu-Liang Cheng,Yen-Chiang Tang,JUI-PING WANG,Senior Manager,DEC 31,Deloitte,Keng-hsi Chang,Meng-kuei Yu,"10F.,NO.35,Qiao'an St.,Zhonghe Dist., New Taipei City 235, Taiwan (R.O.C.)",02-2248-0680,02-8245-3100,IR@gemservices.com,www.gemservices.com,JUI-PING WANG,Senior Manager,02-2248-0680,IR@gemservices.com
Listed Company,6526,Airoha Technology Corp.,－,Semiconductor,Airoha,2023/10/19,Ching Jiang Hsieh,Ching Jiang Hsieh,MH Shieh,Executive Vice President,DEC 31,Ernst & Young Global Limited,Chris Hu,Nicole Yang,"14F.-1, No. 12, Taiyuan 2nd St., Zhubei City, Hsinchu County 302082 , Taiwan (R.O.C.)",(03)6128800,(03)6118833,ir@airoha.com,http://www.airoha.com,Anderson Liao,"Assistant general manager, Finance",(03)6128800,ir@airoha.com
Listed Company,6531,AP Memory Technology Corporation,－,Semiconductor,AP Memory,2016/05/31,"Chen, Wen-Liang","Hung, Chih-Hsun","Lin, Yu-Hsin",CFO,DEC 31,Deloitte & Touche,"Steven, Chien","Eva, Chuang","10F-1, No.1, Taiyuan 1st ST., Zhubei City, Hsinchu County, R.O.C.",03-560-1558,03-560-1518,ir@apmemory.com,www.apmemory.com,"Lin, Yu-Hsin",CFO,03-5601651,ir@apmemory.com
Listed Company,6533,Andes Technology Corporation,－,Semiconductor,ANDES,2017/03/14,Jyh-Ming Lin,Hong-Men Su,Fiona Chou,VP of Finance Division and ADMS Division,DEC 31,Ernst & Young,"CHIU,WAN-JU","HSU,HSIN-MIN","A1-4, 3F, NO.1, Li-Hsin First Road, Hsinchu Science Park Hsinchu City 30078, Taiwan",03-5726533,03-5726535,ir@andestech.com,http://www.andestech.com,Wen Wang,Director of Technical Service Division,03-5726533,ir@andestech.com
Listed Company,6534,"CH BIOTECH R&D CO., LTD.",－,Biotechnology and Medical Care,CHBIO,2023/12/21,WU CHEN PANG,CHEN WEN JEN (temporary),Hsin-Chun Lo,Accounting Department Manager,DEC 31,KPMG,Tzu-Hsin Chang,Cheng-Hsueh Chen,"No.89, Wenxian Rd., Nantou City, Nantou County 54041, Taiwan",049-7009198,049-2371717,info@chbio.com.tw,www.chbio.com.tw,Hsiu-Feng Lin,CFO,049-2339555,susanlin@chbio.com.tw
Listed Company,6541,"Tanvex BioPharma, Inc.",Cayman Islands,Biotechnology and Medical Care,Tanvex,2017/10/26,Bobby Sheng,Stephen Lam,Stephen Lam,CEO,DEC 31,"PricewaterHouseCoopers, TAIWAN","Yu, Shu-Fen","Liang, Hua-Ling","6F, No. 12-2, Sec. 2, Shengyi Rd., Zhubei City Hsinchu County, Taiwan (R.O.C.)",03-6583899,03-6589567,contact@tanvex.com,www.tanvex.com,,,03-6583899,contact@tanvex.com
Listed Company,6550,Polaris Group,Cayman Islands,Biotechnology and Medical Care,PG,2022/06/06,Digital Capital Inc. (Representative : Steve J.P. Hsu),Steve J.P. Hsu,Steve J.P. Hsu,"Chairman, Legal Representative, and CEO",DEC 31,PWC,Jasmine Liao,Alan Chien,"7F, NO.298, Ruiguang Rd., Neihu Dist Taipei, Taiwan",02-2656-2727,02-2656-2626,ir@polarispharma.com,www.polarispharma.com,Elaine Chen,IR/PR,0226562727,ir@polarispharma.com
Listed Company,6552,"JMC ELECTRONICS CO., LTD.",－,Semiconductor,JMC,2017/01/10,WAN WEN-TSAI,May Huang,May Huang,President,DEC 31,Deloitte & Touche,Wang Chao Chun,Wen S. Chen,"N0. 8, SHINKAIFA ROAD, NANZIH DISTRICT, KAOHSIUNG CITY, TAIWAN (R.O.C.) Kaohsiung. Taiwan, R.O.C.",07-9620668,07-3651181,stock.service@jmct.com.tw,http://www.jmct.com.tw,Yang Chien-YI,Finance and Accounting Manager,07-9620668,stock.service@jmct.com.tw
Listed Company,6558,SYNergy ScienTech Corp.,－,Other Electronic,SYNST,2018/12/05,"CHEN, KUO-CHUNG","HSIEH, HSIANG-HAO","HSIEH, HSIANG-HAO",President,DEC 31,"PricewaterhouseCoopers,Taiwan","CHIANG,TSAI-YEN","HSIEH,CHIH-CHENG","6F-1 & 6F-3 ,No.9,Prosperity DR.1,Hsinchu Science Park Hsinchu,Taiwan 30078 R.O.C.",(03)5643700,(03)5646767,ir@synst.com.tw,www.synst.com.tw,"HSIEH, HSIANG-HAO",President,035643700,ir@synst.com.tw
Listed Company,6573,HY ELECTRONIC (CAYMAN) LIMITED,Cayman Islands,Semiconductor,HY,2017/09/26,"KUEI-JEN, KAO","KUEI-JEN, KAO","YU-FENG, CHEN",Vice President,DEC 31,Candor Taiwan CPAs,"Hsiu-Li, Chen","Wen-Pin, Chen","4F., No.207-5, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan (R.O.C.)",8913-1399,8913-1388,hytech@hygroup.com.tw,https://www.hygroup.com.tw,"HSING-PANG, WANG",PR Dept. Specialist,(02)8913-1399,hytech@hygroup.com.tw
Listed Company,6579,AAEON Technology Inc.,－,Computer and Peripheral Equipment,AAEON,2017/08/21,Yung-Shun Chuang,Howard Lin,Juno Tu,Sr. Director,DEC 31,PricewaterhouseCoopers (PwC) Taiwan,"Chang, Shu-Chiung","Lin, Chun-Yao","5F., No.135, Ln. 235, Baoqiao Rd., Xindian Dist., New Taipei City 231, ROC",(02)8919-1234,(02)8919-1053,speaker@aaeon.com.tw,http://www.aaeon.com,Juno Tu,Sr. Director,(02)8919-1234,speaker@aaeon.com.tw
Listed Company,6581,"TAIWAN STEEL UNION CO., LTD",－,Green Energy and Environmental Services,TSU,2018/01/30,"Lin,Tsai-Hsiang","Hsieh,Tsung-Lin",JACKIE LIN,Senior Manager,DEC 31,Deloitte & Touche,Ricky Hsu,Rock Tseng,"No.36, Siangong N. 1st Rd., Shengang Township Changhua County 50953, Taiwan",(04)7586136,(04)7586135,csr@tsutw.com.tw,https://www.tsutw.com.tw/,JACKIE LIN,Senior Manager,(04)7586136,csr@tsutw.com.tw
Listed Company,6582,Shin Foong Specialty&Applied Materials Co Ltd,－,Rubber,Shin Foong,2017/06/14,KIRK HWANG,CECIL TSENG,CECIL TSENG,Acting General Manager,DEC 31,Deloitte&Touche,Jui-Hsuan Hsu,Chao-Chun Wang,"No.55, Sec. 3, Jhongshan Rd., Fangliao Ping Tung 94048, Taiwan Fangliao Ping Tung ,Taiwan(R.O.C)",072693345,072696395,shinfoong@shinfoong.com.tw,http://www.shinfoong.com.tw,CECIL TSENG,Acting General Manager,072693345,shinfoong@shinfoong.com.tw
Listed Company,6585,DINGZING ADVANCED MATERIALS INCORPORATED,－,Other,DingZing,2022/05/20,"Lin,Hsun-Tai",Howard K.Lin,Howard K.Lin,President,DEC 31,Pricewaterhousecoopers Taiwan,"Wang,Chun-Kai","Liao,A-Shen","No.8-1, Pei-Lin Road, Hsiao-Kang District Kaohsiung 81266 ,Taiwan",07-8070166,07-8071617,info@dingzing.com,http://www.dingzing.com,Howard K.Lin,President,07-8070166,info@dingzing.com
Listed Company,6589,EirGenix Inc.,－,Biotechnology and Medical Care,EirGenix,2025/07/21,Lee-Cheng Liu,Lee-Cheng Liu,Lee-Cheng Liu,Chairman & President,DEC 31,PricewaterhouseCoopers Taiwan,"YU, SHU-FEN","YEN, YU-FANG","No.101, Lane 169, Kangning St., Xizhi Dist. New Taipei City 22180, Taiwan (R.O.C.)",(02)7708-0123,(02)7708-1666,IR@eirgenix.com,http://www.eirgenix.com,Hsiu-Chuan Yang,CFO,(03)620-5088,IR@eirgenix.com
Listed Company,6591,SUN MAX TECH LIMITED,Cayman Islands,Computer and Peripheral Equipment,SUN MAX,2017/12/28,"HSU, WEN-GAUNG","HSU, WEN-GAUNG",Yao Cheng Min,Vice President,DEC 31,Deloitte & Touche,Hsieh Tung Ju,William Ma,"9F-1、9F No. 166, Jian 1st Rd., Zhonghe Dist., New Taipei City 235, Taiwan (R.O.C.)",02-8226-3300,02-8226-3311,spokesman@powerlogic.tw,http://www.sun-max.com.tw,Yao Cheng-Min,Vice President,02-8226-3300,IR@powerlogic.tw
Listed Company,6592,"HOTAI FINANCE CO., LTD.",－,Other,HOTAI FINANCE,2019/12/09,Yuan-Sen Liu,Yen-Liang Lin,Kai-Rong Yang,Vice President,DEC 31,PricewaterhouseCoopers Taiwan,Chun-Yuan Hsiao,Chia-Hung Lin,"10F., No. 605, Ruiguang Rd., Taipei,Taiwan,R.O.C.",02-2502-4567,02-2501-0095,HFC-INVESTOR@hfcfinance.com.tw,https://www.hfcfinance.com.tw/,Kai-Rong Yang,Vice President,02-2502-4567,HFC-INVESTOR@hfcfinance.com.tw
Listed Company,6598,Applied BioCode Corporation,Cayman Islands,Biotechnology and Medical Care,Applied BioCode,2020/06/09,George Jia-Long Lee,Zonh-Zen Ho,Zonh-Zen Ho,General Manager,DEC 31,PricewaterhouseCoopers Taiwan,Wendy Liang,Alan Chien,"6F., No.11, Ln. 28, Xingzhong Rd., Neihu Dist., Taipei City 114, Taiwan(R.O.C.)",02-87916833,02-87919117,IR@Apbiocode.com,www.ApBioCode.com/tw,Nick Chen,Nick Chen,02-87916833,ychen@apbiocode.com
Listed Company,6605,"DEPO AUTO PARTS INDUSTRIAL Co., LTD.",－,Automobile,DEPO,2004/03/17,"Hsieh,Hsiu-Chi","Hsu,Shiu-Min","Lu,Li-Feng",Manager,DEC 31,Deloitte & Touche,Chiang Shu-Chin,Su Ting-Chien,"NO.20-3 , NAN SHIN LANE LU KANG CHEN, CHANG HUA SHIEN, TAIWAN",(04)772-2311,(04)771-0725,af010@depoautolamp.com,www.depoautolamp.com,"Lu,Li-Feng",Manager,(04)772-2311,edward@depoautolamp.com
